"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"Dziadek naprawi - 15863",not_delivering,ad,"CKW Babcia i dziadek","Dziadek naprawi - 15863","7-day click or 1-day view",0.7,,,,-0.7,,,,0,0,,,,,,,,,,,,,,,0,,3.46534653,-,-,-,https://koszulkowy.pl/15863-dziadek-naprawic.html,"Jeśli dziadek nie może tego naprawić, to nikt nie może 😆❤️
Dziadek który potrafi wszystko! A jeśli czegoś nie potrafi to jest to niewykonalne! Podaruj mu tą wyjątkową koszulkę! 🎁🎁 
Kup teraz ✅ https://koszulkowy.pl/15863-dziadek-naprawic.html",2026-01-01,2026-01-31
"20260| kubek jestes- Polina",active,ad,Universal__100+80__45__PL__Walentynki,"20260| kubek jestes- Polina","7-day click, 1-day view or 1-day engaged view",0.69,,,,-0.69,,,,0,0,,,,,,,2,,2,0.345,1,2,0.345,1.05820106,0,,3.65079365,-,-,-,https://koszulkowy.pl/20260-dobrze-ze-jestes-magiczny-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Six seven bluza 36550 – kopia",not_delivering,ad,"CKW Six seven 36547","Six seven bluza 36550 – kopia","7-day click, 1-day view or 1-day engaged view",0.68,,,,-0.68,,,,0,0,,,,,,,,,,,,,,,0,,2.45487365,-,-,-,https://koszulkowy.pl/36550-six-seven.html,"Six seven 67 - Italian Brainrot - bluza idealna na prezent! 🎁
Kup teraz 👉 https://koszulkowy.pl/36550-six-seven.html",2026-01-01,2026-01-31
"LINK - Mag Kub Kochanie 3624 10k – kopia",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","LINK - Mag Kub Kochanie 3624 10k – kopia","7-day click, 1-day view or 1-day engaged view",0.67,,,,-0.67,,,,0,0,,,,,,,,,,,,,,,0.18348624,0.15,6.14678899,-,-,-,https://koszulkowy.pl/3624-kochanie.html,"Kubek dla kogoś wyjątkowego 💖
➡ https://koszulkowy.pl/3624-kochanie.html",2026-01-01,2026-01-31
"37975 | kubek | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"37975 | kubek | Polina","7-day click, 1-day view or 1-day engaged view",0.66,1,60.99,0.66,24.77729268,"Website purchases conversion value",92.40909091,60.99,33.33333333,33.33333333,4,287.8,0.165,2,121.9,0.33,3,,3,0.22,1,3,0.22,3.75,0,,8.25,-,-,-,https://koszulkowy.pl/27975-kocham-cie-tak-baaaaaaardzo-welsh-corgi-magiczny-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"LINK - Mag Kub Kochanie 3624 10k – kopia",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","LINK - Mag Kub Kochanie 3624 10k – kopia","7-day click, 1-day view or 1-day engaged view",0.65,,,,-0.65,,,,0,0,,,,,,,1,,1,0.65,1,1,0.65,0.98039216,0.17647059,0.27777778,6.37254902,-,-,-,https://koszulkowy.pl/3624-kochanie.html,"Kubek dla kogoś wyjątkowego 💖
➡ https://koszulkowy.pl/3624-kochanie.html",2026-01-01,2026-01-31
"35277 | Swieca | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"35277 | Swieca | Polina","7-day click, 1-day view or 1-day engaged view",0.64,,,,-0.64,,,,0,0,,,,,,,1,,1,0.64,0.5,2,0.32,2.40963855,0,,7.71084337,-,-,-,https://koszulkowy.pl/35277-jestes-jak-wino-im-starsza-tym-lepsza-swieczka-zapachowa-na-prezent-dla-przyjaciolki.html,{{product.brand}},2026-01-01,2026-01-31
"67 bluza film modyfikacja",not_delivering,ad,"CKW Six seven 36547","67 bluza film modyfikacja","7-day click, 1-day view or 1-day engaged view",0.64,,,,-0.64,,,,0,0,,,,,,,,,,,,,,,0.19444444,0,17.77777778,-,-,-,https://koszulkowy.pl/36550-six-seven.html,"Six seven 67 - Italian Brainrot - dziecięca bluza na prezent. 🎁
Sprawdź 👉 https://koszulkowy.pl/36550-six-seven.html",2026-01-01,2026-01-31
"F0 - POWRACAJĄCY - Karuzela 10/04",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","F0 - POWRACAJĄCY - Karuzela 10/04","7-day click, 1-day view or 1-day engaged view",0.63,,,,-0.63,,,,0,0,,,,,,,4,,4,0.1575,1,4,0.1575,3.41880342,0,,5.38461538,-,-,-,https://koszulkowy.pl/,"🚨 Halo halo, koszulkowi wyjadacze! 👕
👉 Zobacz co nowego na Koszulkowy.pl  – może właśnie czeka tam Twoja kolejna ulubiona koszulka 🔥⭐

U nas nie ma nudy – regularnie dodajemy świeże wzory i nowe produkty! Jeszcze śmieszniejsze, jeszcze bardziej niszowe i jeszcze bardziej „TO JEST TO!” 😎",2026-01-01,2026-01-31
"DPA CKW Świąteczne Karuzela Video",inactive,ad,"6.Sentymentalna Opiekunka__115_ 42_PL","DPA CKW Świąteczne Karuzela Video","7-day click, 1-day view or 1-day engaged view",0.6,,,,-0.6,,,,0,0,,,,,,,,,,,,,,,0.08064516,0.4,9.67741935,-,-,-,https://koszulkowy.pl/706-koszulki-na-swieta,"Idealny prezent na święta 👉https://koszulkowy.pl/706-koszulki-na-swieta 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent dla ukochanej osoby 🤩✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"Ranczo Koszulka 34051 – kopia – kopia - Copy",active,ad,Universal__3x,"Ranczo Koszulka 34051 – kopia – kopia - Copy","7-day click, 1-day view or 1-day engaged view",0.6,,,,-0.6,,,,0,0,,,,,,,,,,,,,,,0,,13.95348837,-,-,-,https://koszulkowy.pl/34051-taka-moja-rola-.html,"Taka moja rola wiedzieć - Michałowa - damska koszulka na prezent dla fanów serialu Ranczo. 🎉 Odkryj uroki Rancza z wyjątkową koszulką, która zachwyci każdą fankę serialu! Kup teraz 👉 https://koszulkowy.pl/34051-taka-moja-rola-.html",2026-01-01,2026-01-31
"R1 - Copy",active,ad,Universal__3x,"R1 - Copy","7-day click, 1-day view or 1-day engaged view",0.6,,,,-0.6,,,,0,0,,,,,,,,,,,,,,,0,,4.47761194,-,-,-,https://koszulkowy.pl/12438-dziadek-lowi.html,{{product.brand}},2026-01-01,2026-01-31
"12437 | Dziadek Traktor | Polina",active,ad,"6.Sentymentalna Opiekunka__115_ 42_PL","12437 | Dziadek Traktor | Polina","7-day click, 1-day view or 1-day engaged view",0.57,,,,-0.57,,,,0,0,,,,,,,1,,1,0.57,1,1,0.57,0.39215686,0,,2.23529412,-,-,-,https://koszulkowy.pl/12437-najlepszy-dziadek-jezdzi-traktorem-meska-koszulka-z-nadrukiem.html,{{product.brand}},2026-01-01,2026-01-31
"Najlepsza mama - 1228 –",not_delivering,ad,"CKW Mama","Najlepsza mama - 1228 –","7-day click or 1-day view",0.57,,,,-0.57,,,,0,0,,,,,,,,,,,,,,,0,,11.17647059,-,-,-,https://koszulkowy.pl/1228-najlepsza-mama.html,"Szukasz prezentu dla mamy? 👩🎁
Chętnie pomożemy! Sprawdź teraz co dla Ciebie przygotowaliśmy! 👕❤️
Kup teraz 👉 https://koszulkowy.pl/1228-najlepsza-mama.html",2026-01-01,2026-01-31
"I love you but 38485",not_delivering,ad,"Walentynki nowości","I love you but 38485",Incremental,0.55,,,,-0.55,,,,0,0,,,,,,,,,,,0,1,0.55,0.64935065,0,,3.57142857,-,-,-,https://koszulkowy.pl/38485-i-love-you-but-sometimes.html,"I love you, but sometimes - magiczny kubek z brokatem na prezent. ✨ Podaruj bliskiej osobie odrobinę magii i uśmiechu każdego dnia. 🎁 Zobacz, jak wyjątkowy może być prezent! ➡️ https://koszulkowy.pl/38485-i-love-you-but-sometimes.html",2026-01-01,2026-01-31
"Rozpalasz świeczka 38500",not_delivering,ad,"Walentynki nowości v2","Rozpalasz świeczka 38500",Incremental,0.54,,,,-0.54,,,,0,0,,,,,,,,,,,,,,,0,,2.44343891,-,-,-,https://koszulkowy.pl/38500-rozpalasz-we-mnie.html,"Rozpalasz we mnie to co najlepsze - świeczka zapachowa na prezent. ✨ Odkryj magię aromatów, które przeniosą Cię do krainy relaksu i ciepła. 🕯️ Kup teraz 👉 https://koszulkowy.pl/38500-rozpalasz-we-mnie.html",2026-01-01,2026-01-31
"Six seven 36547 – kopia",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Six seven 36547 – kopia","7-day click, 1-day view or 1-day engaged view",0.53,,,,-0.53,,,,0,0,,,,,,,,,,,,,,,0,,10.6,-,-,-,https://koszulkowy.pl/36547-six-seven-67.html,"Six seven 67 - Italian Brainrot - dziecięca koszulka na prezent. Podaruj dziecku wyjątkowy styl i odrobinę włoskiego szału! 🌟 Kup teraz 👉 https://koszulkowy.pl/36547-six-seven-67.html",2026-01-01,2026-01-31
"LINK - Karuzela Video Dziadki Unboxing",inactive,ad,"F0 - głównie kubek kochnie 3642","LINK - Karuzela Video Dziadki Unboxing","7-day click or 1-day view",0.52,,,,-0.52,,,,0,0,,,,,,,1,,1,0.52,0.33333333,3,0.17333333,8.10810811,0,,14.05405405,-,-,-,https://koszulkowy.pl/,"Sprawdź pełną ofertę prezentów dla Babci i Dziadka 💝 👉 https://koszulkowy.pl/
Zamów i przekonaj się dlaczego nas chwalą :)",2026-01-01,2026-01-31
"Dla babci świeca 38299",not_delivering,ad,"A+ Babcia nowości","Dla babci świeca 38299",Incremental,0.51,,,,-0.51,,,,0,0,,,,,,,,,,,,,,,0,,4.14634146,-,-,-,https://koszulkowy.pl/38299-dla-kochanej-babci.html,"Dla kochanej babci - świeczka zapachowa na prezent dla babci. 🌸 Wyjątkowy sposób, aby wyrazić miłość i wdzięczność, dodając magię zapachu do jej dnia. 🌷 Kup teraz ⬇️ https://koszulkowy.pl/38299-dla-kochanej-babci.html",2026-01-01,2026-01-31
"DPA CKW Hokej Karuzela – Copy",not_delivering,ad,"8.Pragmatyczny Śmieszek__80_ 70_PL","DPA CKW Hokej Karuzela – Copy","7-day click, 1-day view or 1-day engaged view",0.51,,,,-0.51,,,,0,0,,,,,,,,,,,,,,,0,,6.375,-,-,-,https://koszulkowy.pl/1011-prezent-dla-hokeisty,"Prezent dla hokeisty 👉 https://koszulkowy.pl/1011-prezent-dla-hokeisty 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"Ranczo świeczka 35617",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Ranczo świeczka 35617","7-day click, 1-day view or 1-day engaged view",0.5,,,,-0.5,,,,0,0,,,,,,,1,,1,0.5,,,,,0,,4.34782609,-,-,-,,"Świeca o zapachu ropy na polu Solejuka 🎁 świeczka zapachowa na prezent dla fanów serialu Ranczo 🤩 
Kup teraz 👉  https://koszulkowy.pl/35617-solejuk.html",2026-01-01,2026-01-31
"Walentynki 24069",not_delivering,ad,"CKW Walentynki 2 [cel 30 min 40]","Walentynki 24069","7-day click or 1-day view",0.49,,,,-0.49,,,,0,0,,,,,,,2,,2,0.245,,,,,0,,3.9516129,-,-,-,https://koszulkowy.pl/24069-kobieta-strazaka.html,"Kobieta która pokochała strażaka 🚒🥰
Podaruj wyjątkowy prezent 🎁
Sprawdź 👉 https://koszulkowy.pl/24069-kobieta-strazaka.html",2026-01-01,2026-01-31
"Ranczo 35149",not_delivering,ad,"15.Pragmatyczny Śmieszek__200_73_PL","Ranczo 35149","7-day click, 1-day view or 1-day engaged view",0.49,,,,-0.49,,,,0,0,,,,,,,1,,1,0.49,1,1,0.49,0.78740157,0,,3.85826772,-,-,-,https://koszulkowy.pl/35149-zeby-wilk-byl-syty-i-wilkowyje-city-dla-fanow-serialu-ranczo.html,"Żeby wilk był syty i Wilkowyje City - dla fanów serialu Ranczo. 🎁 Wyjątkowy upominek dla miłośników kultowego serialu, który rozbawi każdego fana! 🌟 Kup teraz ➡️ https://koszulkowy.pl/35149-zeby-wilk-byl-syty-i-wilkowyje-city-dla-fanow-serialu-ranczo.html",2026-01-01,2026-01-31
"LINK (17.07 - 31.08) Karuzela - Progi Promocja Lipiec/Sierień",inactive,ad,"F0 - głównie kubek kochnie 3642","LINK (17.07 - 31.08) Karuzela - Progi Promocja Lipiec/Sierień","7-day click or 1-day view",0.48,,,,-0.48,,,,0,0,,,,,,,,,,,,,,,0,,16,-,-,-,https://koszulkowy.pl/,"➡️ https://koszulkowy.pl/
Zamów teraz z kodem rabatowym 🎁",2026-01-01,2026-01-31
"CKW Multi 1670 - 35098",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","CKW Multi 1670 - 35098","7-day click, 1-day view or 1-day engaged view",0.48,,,,-0.48,,,,0,0,,,,,,,,,,,,,,,0,,2.90909091,-,-,-,https://koszulkowy.pl/35098-gerard-z-rumi-dla-fanow-serialu-1670.html,"Gerard z Rumi dla fanów serialu 1670. 🎁 Spraw, aby prezent był niezapomniany i pełen uśmiechu! 😄 Kup teraz 👉 https://koszulkowy.pl/35098-gerard-z-rumi-dla-fanow-serialu-1670.html",2026-01-01,2026-01-31
"CKW 35121 Ranczo GTA V2 Wilkowyje film - Copy",active,ad,Universal__100+80__45__PL__*,"CKW 35121 Ranczo GTA V2 Wilkowyje film - Copy","7-day click, 1-day view or 1-day engaged view",0.48,,,,-0.48,,,,0,0,,,,,,,,,,,,,,,0.046875,0.33333333,7.5,-,-,-,https://koszulkowy.pl/35121-wilkowyje-city-v2.html,"Koszulka „Wilkowyje City V2” to idealny wybór dla fanów serialu Ranczo - stylowa i z humorem! 😉
Zamów teraz a paczkę wyślemy ci w 24h! 🚚
Sprawdź sam 👉 https://koszulkowy.pl/35121-wilkowyje-city-v2.html",2026-01-01,2026-01-31
"DPA CKW Szef Karuzela - Copy",active,ad,Universal__100+80__45__PL__*,"DPA CKW Szef Karuzela - Copy","7-day click, 1-day view or 1-day engaged view",0.48,,,,-0.48,,,,0,0,,,,,,,,,,,,,,,0.01020408,0,4.89795918,-,-,-,https://koszulkowy.pl/548-prezent-dla-szefa,"Idealne prezenty dla szefa lub szefowej 👉 https://koszulkowy.pl/548-prezent-dla-szefa 

👕 Zamów koszulkę, magiczny kubek lub świecę na prezent  🤩✨ Sprawdź całą ofertę",2026-01-01,2026-01-31
"27391 | Dealer Jajek | Polina",active,ad,"5.Pragmatyczny Śmieszek_100_42_PL","27391 | Dealer Jajek | Polina","7-day click, 1-day view or 1-day engaged view",0.47,,,,-0.47,,,,0,0,,,,,,,,,,,,,,,0,,2.56830601,-,-,-,https://koszulkowy.pl/27391-lokalny-dealer-jajek-meska-koszulka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Ranczo Wilkowyje 35119 - Copy",not_delivering,ad,"15.Pragmatyczny Śmieszek__200_73_PL","Ranczo Wilkowyje 35119 - Copy","7-day click, 1-day view or 1-day engaged view",0.47,,,,-0.47,,,,0,0,,,,,,,2,,2,0.235,1,2,0.235,2.10526316,0,,4.94736842,-,-,-,https://koszulkowy.pl/35119-wilkowyje-city-v2.html,"Wilkowyje City V2 - męska bluza na prezent dla fanów Rancza. 🌾 
Podaruj jako prezent komuś albo samemu sobie! 😊
Kup teraz 👉 https://koszulkowy.pl/35119-wilkowyje-city-v2.html",2026-01-01,2026-01-31
"DPA CKW Pszczelarz Karuzela",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","DPA CKW Pszczelarz Karuzela","7-day click, 1-day view or 1-day engaged view",0.46,,,,-0.46,,,,0,0,,,,,,,,,,,,,,,0,,2.64367816,-,-,-,https://koszulkowy.pl/730-prezent-dla-pszczelarza,"Prezent dla pszczelarzy 👉https://koszulkowy.pl/730-prezent-dla-pszczelarza 🤩✨ W ofercie koszulki, bluzy z kapturem, kubki i poduszki 🎁",2026-01-01,2026-01-31
"DPA CKW Roblox i Minecraft",active,ad,Universal__3x,"DPA CKW Roblox i Minecraft","7-day click, 1-day view or 1-day engaged view",0.46,,,,-0.46,,,,0,0,,,,,,,1,,1,0.46,1,1,0.46,2.17391304,0,,10,-,-,-,https://koszulkowy.pl/614-prezent-dla-gracza,"Idealny prezent dla młodego gracza 👉 https://koszulkowy.pl/614-prezent-dla-gracza 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent dla najmłodszych 🤩✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"DPA Tata",not_delivering,ad,"DPA CKW Tata","DPA Tata","7-day click, 1-day view or 1-day engaged view",0.45,,,,-0.45,,,,0,0,,,,,,,,,,,,,,,0,,4.28571429,-,-,-,https://koszulkowy.pl/709-prezent-dla-taty,"Zobacz jakie prezenty możesz dać najbliższym. Sprawdź nasze bestsellerowe propozycje 😎 👉 https://koszulkowy.pl/709-prezent-dla-taty",2026-01-01,2026-01-31
"1670 Karuzela Baner – kopia",not_delivering,ad,"CKW 1670","1670 Karuzela Baner – kopia","7-day click, 1-day view or 1-day engaged view",0.45,,,,-0.45,,,,0,0,,,,,,,3,,3,0.15,1,3,0.15,2.88461538,0,,4.32692308,-,-,-,https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670,"🎉 Dni Adamczychy! 🎉 Świętujemy razem z Wami – czekają wyjątkowe Okazje, Promocje i Rabaty tylko teraz! https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670 🔥",2026-01-01,2026-01-31
"Dzisiaj piernik 5257",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Dzisiaj piernik 5257","7-day click, 1-day view or 1-day engaged view",0.45,,,,-0.45,,,,0,0,,,,,,,,,,,,,,,0,,3.94736842,-,-,-,https://koszulkowy.pl/5257-kiedys-ciacho.html,"Kiedyś ciacho, dzisiaj piernik 👕🍪

Świetny pomysł na prezent 🎁🤗

Sprawdź ➡ https://koszulkowy.pl/5257-kiedys-ciacho.html",2026-01-01,2026-01-31
"Kocham cię babciu 38287",not_delivering,ad,"A+ Babcia i Dziadek nowości","Kocham cię babciu 38287",Incremental,0.45,,,,-0.45,,,,0,0,,,,,,,2,,2,0.225,2,1,0.45,1.13636364,0,,5.11363636,-,-,-,https://koszulkowy.pl/38287-kocham-cie-babciu-torba-z-juty-na-prezent.html,"Kocham Cię Babciu - torba z juty na prezent. Podaruj swojej Babci coś wyjątkowego, co sprawi, że jej codzienne zakupy będą jeszcze przyjemniejsze. 🌷 Kup teraz ➡️ https://koszulkowy.pl/38287-kocham-cie-babciu-torba-z-juty-na-prezent.html",2026-01-01,2026-01-31
"DPA Bluzy",not_delivering,ad,"15.Pragmatyczny Śmieszek__200_73_PL","DPA Bluzy","7-day click, 1-day view or 1-day engaged view",0.44,,,,-0.44,,,,0,0,,,,,,,,,,,,1,0.44,1.28205128,0,,5.64102564,-,-,-,http://koszulkowy.pl/,"Dla osób, które lubią ciepło, styl i odrobinę żartu! 🔥 Odkryj nasze bluzy tematyczne – dla par, emerytów, rolników czy na urodziny. Wygoda, jakość i humor w jednym! 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"Kochanie świeczka 37245",not_delivering,ad,"Walentynki nowości v2","Kochanie świeczka 37245",Incremental,0.43,,,,-0.43,,,,0,0,,,,,,,,,,,,,,,0,,3.52459016,-,-,-,https://koszulkowy.pl/37245-kochanie-jestes-wszystkim.html,"Kochanie, jesteś wszystkim czego potrzebuję - świeczka zapachowa na prezent. Czas wyrazić uczucia z wyjątkowym blaskiem! 💖 Kup teraz 👉 https://koszulkowy.pl/37245-kochanie-jestes-wszystkim.html",2026-01-01,2026-01-31
"Zajęty nauczycielka 5409 – kopia – kopia",not_delivering,ad,"CKW Nauczyciel","Zajęty nauczycielka 5409 – kopia – kopia","7-day click, 1-day view or 1-day engaged view",0.43,,,,-0.43,,,,0,0,,,,,,,,,,,,,,,0,,7.81818182,-,-,-,https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html,"Przykro mi - jestem już zajęty przez atrakcyjną nauczycielkę 👩‍🏫💞
Nie przegap okazji!👕❗
Kup teraz ➡️  https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html",2026-01-01,2026-01-31
"Szczęść Boże bluza 35194 - Copy",inactive,ad,"11.Pragmatyczny Śmieszek__140_70_PL","Szczęść Boże bluza 35194 - Copy","7-day click, 1-day view or 1-day engaged view",0.42,,,,-0.42,,,,0,0,,,,,,,,,,,,,,,0,,5.12195122,-,-,-,https://koszulkowy.pl/35194-szczesc-boze-bluza.html,"Szczęść Boże! My na hazard.🤩 Bluza którą powinien mieć w szafie każdy fan serialu 1670. 😊 
Kup już dzis 👉 https://koszulkowy.pl/35194-szczesc-boze-bluza.html",2026-01-01,2026-01-31
"Ranczo Kubek 34053 - kopia",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Ranczo Kubek 34053 - kopia","7-day click, 1-day view or 1-day engaged view",0.42,,,,-0.42,,,,0,0,,,,,,,,,,,,,,,0,,3.62068966,-,-,-,https://koszulkowy.pl/34053-taka-moja-rola.html,"Taka moja rola wiedzieć - Michałowa - kubek na prezent dla fanów serialu Ranczo. 🎁 Podaruj bliskim trochę serialowej magii i spraw, by każdy łyk kawy przypominał o ulubionych bohaterach! ☕ Kup teraz 👉 https://koszulkowy.pl/34053-taka-moja-rola.html",2026-01-01,2026-01-31
"Zateguje 11960 - Copy",active,ad,Universal__100+80__45__PL__*,"Zateguje 11960 - Copy","7-day click, 1-day view or 1-day engaged view",0.41,,,,-0.41,,,,0,0,,,,,,,,,,,,,,,0,,4.88095238,-,-,-,https://koszulkowy.pl/11960-to-sie-zateguje.html,"To się jakoś zateguje 👨‍🔧
Najważniejsze to umieć znaleźć rozwiązanie dla każdego problemu 😎
Kup teraz ✅ https://koszulkowy.pl/11960-to-sie-zateguje.html",2026-01-01,2026-01-31
"36550| Bluza 67| Polina – Copy",inactive,ad,"10.Viral trend__115_ 70_PL","36550| Bluza 67| Polina – Copy","7-day click, 1-day view or 1-day engaged view",0.4,,,,-0.4,,,,0,0,,,,,,,,,,,0,1,0.4,0.94339623,0,,3.77358491,-,-,-,https://koszulkowy.pl/36550-six-seven-67-italian-brainrot-dziecieca-bluza-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Privet Drive 37267",not_delivering,ad,"A+ Harry Potter","Privet Drive 37267",Incremental,0.4,,,,-0.4,,,,0,0,,,,,,,3,,3,0.13333333,1,3,0.13333333,3.33333333,0,,4.44444444,-,-,-,https://koszulkowy.pl/37267-privet-drive.html,"Privet Drive - Hedwiga - dziecięca bluza na prezent dla fanów serii Harry Potter. Odkryj magię i podaruj swoim bliskim wyjątkowy prezent, który przeniesie ich w świat Hogwartu! 🧙 Kup teraz 👉 https://koszulkowy.pl/37267-privet-drive.html",2026-01-01,2026-01-31
"Wędkarz Dziadek 16041",not_delivering,ad,"CKW Babcia i Dizadek - 12/01 MIN 20zł","Wędkarz Dziadek 16041","7-day click or 1-day view",0.4,,,,-0.4,,,,0,0,,,,,,,,,,,,,,,0,,9.75609756,-,-,-,https://koszulkowy.pl/16041-dziadek-wedkarz.html,"Super Dziadek Urodzony Wędkarz 🎣😊
Prezent dla każdego, kto uwielbia relaks nad wodą i swoją wędkarską pasję! 🐟👕 
Kup teraz ✅ https://koszulkowy.pl/16041-dziadek-wedkarz.html",2026-01-01,2026-01-31
"Ławeczka ranczo 35338 – kopia",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Ławeczka ranczo 35338 – kopia","7-day click, 1-day view or 1-day engaged view",0.4,,,,-0.4,,,,0,0,,,,,,,,,,,,,,,0,,5.63380282,-,-,-,https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo. 🌟 Świetny upominek dla każdego fana kultowego serialu, który wywoła uśmiech na twarzy! 🎁 Kup teraz 👉 https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"Fartuch Babcia 12380",not_delivering,ad,"CKW Babcia i Dizadek - 12/01 MIN 20zł","Fartuch Babcia 12380","7-day click or 1-day view",0.39,,,,-0.39,,,,0,0,,,,,,,,,,,,,,,0,,7.22222222,-,-,-,https://koszulkowy.pl/12380-jej-wysokosc-babcia-fartuch.html,"Jej wysokość babcia - fartuch z nadrukiem 👵👑
Idealny pomysł na prezent, spraw by twoi bliscy poczuli się docenieni! 🥰 
Kup teraz ✅ https://koszulkowy.pl/12380-jej-wysokosc-babcia-fartuch.html",2026-01-01,2026-01-31
"Karuzela - Babcia Koszulki",not_delivering,ad,"A+ Karuzele Katalogi Babcia i Dziadek Zestaw reklam","Karuzela - Babcia Koszulki","7-day click",0.38,,,,-0.38,,,,0,0,,,,,,,3,,3,0.12666667,1,3,0.12666667,3.79746835,0,,4.81012658,-,-,-,https://koszulkowy.pl/529-prezent-dla-babci,"Podaruj swojej babci wyjątkową koszulkę i spraw, że na jej twarzy zagości uśmiech 💝
Wejdź i zobacz co dla Ciebie przygotowaliśmy 👉 https://koszulkowy.pl/529-prezent-dla-babci",2026-01-01,2026-01-31
